Kode Mata Kuliah,Nama Mata Kuliah,Kelas,Sifat Mata Kuliah,Jumlah SKS,Kode Nilai,Nilai Angka,NIM,IP,Semester,Komponen Penilaian,Nilai
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/B,W,2,B+,73.5,2211512006,3.3,Genap 2023,UAS,67.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/B,W,2,C+,59.25,2211512006,3.3,Genap 2023,TUGAS-PR,75.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/B,W,2,C+,59.25,2211512006,3.3,Genap 2023,UTS,32.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/B,W,2,C+,59.25,2211512006,3.3,Genap 2023,KUIS,50.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/B,W,2,C+,59.25,2211512006,3.3,Genap 2023,UAS,75.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/B,W,2,A,81.59,2211512006,3.3,Genap 2023,TUGAS-PR,75.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/B,W,2,A,81.59,2211512006,3.3,Genap 2023,UTS,77.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/B,W,2,A,81.59,2211512006,3.3,Genap 2023,KUIS,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/B,W,2,A,81.59,2211512006,3.3,Genap 2023,Presentasi,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/B,W,2,A,81.59,2211512006,3.3,Genap 2023,Tugas Besar,90.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/B,W,2,A,84.98,2211512006,3.3,Genap 2023,Kehadiran,100.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/B,W,2,A,84.98,2211512006,3.3,Genap 2023,TUGAS-PR,86.83
CCE62112,Struktur Data,CCE62112/TK/Kuliah/B,W,2,A,84.98,2211512006,3.3,Genap 2023,UTS,80.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/B,W,2,A,84.98,2211512006,3.3,Genap 2023,UAS,81.0
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/B,P,2,B-,63.24,2211512006,3.38,Ganjil 2024,UTS,75.8
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/B,P,2,B-,63.24,2211512006,3.38,Ganjil 2024,TUGAS-PR,78.0
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/B,P,2,B-,63.24,2211512006,3.38,Ganjil 2024,Tugas Besar,0.0
ECS60208,Cloud Computing,ECS60208/TK/Kuliah/B,P,2,B-,63.24,2211512006,3.38,Ganjil 2024,UAS,83.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/B,W,2,B,65.0,2211512006,3.38,Ganjil 2024,UAS,55.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/B,W,2,B,65.0,2211512006,3.38,Ganjil 2024,UTS,60.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/B,W,2,B,65.0,2211512006,3.38,Ganjil 2024,TUGAS-PR,80.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/B,W,2,B,65.0,2211512006,3.38,Ganjil 2024,Tugas Besar,77.5
CCE61128,Keamanan Informasi 2,CCE61128/TK/Kuliah/B,W,2,B,67.41,2211512006,3.38,Ganjil 2024,UTS,58.0
CCE61128,Keamanan Informasi 2,CCE61128/TK/Kuliah/B,W,2,B,67.41,2211512006,3.38,Ganjil 2024,TUGAS-PR,78.0
CCE61128,Keamanan Informasi 2,CCE61128/TK/Kuliah/B,W,2,B,67.41,2211512006,3.38,Ganjil 2024,KUIS,57.5
CCE61128,Keamanan Informasi 2,CCE61128/TK/Kuliah/B,W,2,B,67.41,2211512006,3.38,Ganjil 2024,Presentasi,75.33
CCE61128,Keamanan Informasi 2,CCE61128/TK/Kuliah/B,W,2,B,67.41,2211512006,3.38,Ganjil 2024,UAS,63.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/B,W,3,A,80.9,2211512006,3.38,Ganjil 2024,UTS,85.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/B,W,3,A,80.9,2211512006,3.38,Ganjil 2024,TUGAS-PR,75.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/B,W,3,A,80.9,2211512006,3.38,Ganjil 2024,UAS,78.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/B,W,3,A-,76.5,2211512006,3.38,Ganjil 2024,UTS,75.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/B,W,3,A-,76.5,2211512006,3.38,Ganjil 2024,UAS,70.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/B,W,3,A-,76.5,2211512006,3.38,Ganjil 2024,TUGAS-PR,79.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/B,W,3,A-,76.5,2211512006,3.38,Ganjil 2024,KUIS,82.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/A,W,1,B+,74.91,2211512006,3.38,Ganjil 2024,Praktikum,80.2
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/A,W,1,B+,74.91,2211512006,3.38,Ganjil 2024,TUGAS-PR,82.25
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/A,W,1,B+,74.91,2211512006,3.38,Ganjil 2024,UTS,53.33
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/A,W,1,B+,74.91,2211512006,3.38,Ganjil 2024,UAS,46.0
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/C,W,1,B+,70.15,2211512006,3.38,Ganjil 2024,TUGAS-PR,68.0
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/C,W,1,B+,70.15,2211512006,3.38,Ganjil 2024,KUIS,33.86
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/C,W,1,B+,70.15,2211512006,3.38,Ganjil 2024,Praktikum,70.59
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/C,W,1,B+,70.15,2211512006,3.38,Ganjil 2024,Sikap,97.14
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/C,W,1,B+,70.15,2211512006,3.38,Ganjil 2024,UAS,72.7
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A-,77.89,2211512006,3.38,Ganjil 2024,Kehadiran,92.86
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A-,77.89,2211512006,3.38,Ganjil 2024,TUGAS-PR,73.36
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A-,77.89,2211512006,3.38,Ganjil 2024,UTS,71.14
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A-,77.89,2211512006,3.38,Ganjil 2024,Presentasi,70.15
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/B,W,3,A-,77.89,2211512006,3.38,Ganjil 2024,UAS,82.5
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B,67.8,2211512006,3.38,Ganjil 2024,TUGAS-PR,82.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B,67.8,2211512006,3.38,Ganjil 2024,UTS,48.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B,67.8,2211512006,3.38,Ganjil 2024,KUIS,80.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/B,W,2,B,67.8,2211512006,3.38,Ganjil 2024,UAS,70.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B,67.97,2211512006,3.38,Ganjil 2024,UTS,60.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B,67.97,2211512006,3.38,Ganjil 2024,KUIS,74.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B,67.97,2211512006,3.38,Ganjil 2024,TUGAS-PR,71.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/B,W,2,B,67.97,2211512006,3.38,Ganjil 2024,UAS,72.08
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B,69.7,2211512007,3.33,Ganjil 2022,TUGAS-PR,85.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B,69.7,2211512007,3.33,Ganjil 2022,KUIS,91.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B,69.7,2211512007,3.33,Ganjil 2022,UTS,55.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/A,W,4,B,69.7,2211512007,3.33,Ganjil 2022,UAS,60.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A,85.0,2211512007,3.33,Ganjil 2022,UTS,80.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A,85.0,2211512007,3.33,Ganjil 2022,UAS,90.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A,85.0,2211512007,3.33,Ganjil 2022,TUGAS-PR,85.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A,85.0,2211512007,3.33,Ganjil 2022,Sikap,70.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/A,W,3,A,85.0,2211512007,3.33,Ganjil 2022,Kehadiran,100.0
SCE61104,Kimia 1,SCE61104/TK/Kuliah/A,W,2,B-,60.76,2211512007,3.33,Ganjil 2022,UTS,67.6
SCE61104,Kimia 1,SCE61104/TK/Kuliah/A,W,2,B-,60.76,2211512007,3.33,Ganjil 2022,UAS,53.93
SCE61103,Matematika 1,SCE61103/TK/Kuliah/A,W,3,C+,56.5,2211512007,3.33,Ganjil 2022,UTS,57.0
SCE61103,Matematika 1,SCE61103/TK/Kuliah/A,W,3,C+,56.5,2211512007,3.33,Ganjil 2022,UAS,56.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B+,72.47,2211512007,3.33,Ganjil 2022,TUGAS-PR,50.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B+,72.47,2211512007,3.33,Ganjil 2022,Kehadiran,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B+,72.47,2211512007,3.33,Ganjil 2022,Presentasi,90.29
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B+,72.47,2211512007,3.33,Ganjil 2022,UTS,52.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B+,72.47,2211512007,3.33,Ganjil 2022,UAS,86.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B+,72.75,2211512007,3.33,Ganjil 2022,UTS,55.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B+,72.75,2211512007,3.33,Ganjil 2022,TUGAS-PR,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B+,72.75,2211512007,3.33,Ganjil 2022,UAS,80.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211512007,2.48,Genap 2022,TUGAS-PR,82.5
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211512007,2.48,Genap 2022,Kehadiran,100.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211512007,2.48,Genap 2022,UTS,40.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,C+,59.0,2211512007,2.48,Genap 2022,UAS,35.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.4,2211512007,2.48,Genap 2022,UAS,10.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.4,2211512007,2.48,Genap 2022,UTS,28.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.4,2211512007,2.48,Genap 2022,TUGAS-PR,95.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,C,50.4,2211512007,2.48,Genap 2022,Kehadiran,100.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,58.14,2211512007,2.48,Genap 2022,TUGAS-PR,82.25
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,58.14,2211512007,2.48,Genap 2022,KUIS,55.5
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,58.14,2211512007,2.48,Genap 2022,UTS,41.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C+,58.14,2211512007,2.48,Genap 2022,UAS,61.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,D,47.8,2211512007,2.48,Genap 2022,UTS,52.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,D,47.8,2211512007,2.48,Genap 2022,TUGAS-PR,75.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,D,47.8,2211512007,2.48,Genap 2022,UAS,30.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,A,90.0,2211512007,2.48,Genap 2022,Kehadiran,100.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,A,90.0,2211512007,2.48,Genap 2022,Praktikum,82.5
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,A,90.0,2211512007,2.48,Genap 2022,TUGAS-PR,96.43
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,C,50.8,2211512007,2.48,Genap 2022,UAS,38.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,C,50.8,2211512007,2.48,Genap 2022,UTS,44.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,C,50.8,2211512007,2.48,Genap 2022,TUGAS-PR,90.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A,82.35,2211512007,2.72,Ganjil 2023,Tugas Besar,82.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A,82.35,2211512007,2.72,Ganjil 2023,UTS,82.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A,82.35,2211512007,2.72,Ganjil 2023,UAS,83.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,57.6,2211512007,2.72,Ganjil 2023,TUGAS-PR,85.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,57.6,2211512007,2.72,Ganjil 2023,KUIS,70.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,57.6,2211512007,2.72,Ganjil 2023,UTS,42.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,C+,57.6,2211512007,2.72,Ganjil 2023,UAS,54.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,84.9,2211512007,2.72,Ganjil 2023,UAS,90.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,84.9,2211512007,2.72,Ganjil 2023,UTS,88.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,84.9,2211512007,2.72,Ganjil 2023,TUGAS-PR,80.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,84.9,2211512007,2.72,Ganjil 2023,Presentasi,77.5
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,38.29,2211512007,2.72,Ganjil 2023,UTS,12.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,38.29,2211512007,2.72,Ganjil 2023,KUIS,20.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,38.29,2211512007,2.72,Ganjil 2023,UAS,54.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,38.29,2211512007,2.72,Ganjil 2023,TUGAS-PR,72.5
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,53.3,2211512007,2.72,Ganjil 2023,UTS,31.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,53.3,2211512007,2.72,Ganjil 2023,TUGAS-PR,90.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,53.3,2211512007,2.72,Ganjil 2023,KUIS,85.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,53.3,2211512007,2.72,Ganjil 2023,UAS,30.0
CCE61109,Praktikum Logika Digital,CCE61109/TK/Prak02,W,1,A,82.63,2211512007,2.72,Ganjil 2023,Praktikum,82.64
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt02,W,1,A-,79.44,2211512007,2.72,Ganjil 2023,Kehadiran,88.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt02,W,1,A-,79.44,2211512007,2.72,Ganjil 2023,KUIS,43.43
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt02,W,1,A-,79.44,2211512007,2.72,Ganjil 2023,TUGAS-PR,84.29
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt02,W,1,A-,79.44,2211512007,2.72,Ganjil 2023,Sikap,90.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt02,W,1,A-,79.44,2211512007,2.72,Ganjil 2023,UAS,81.25
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt02,W,1,A-,79.44,2211512007,2.72,Ganjil 2023,Praktikum,82.39
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,63.2,2211512007,2.72,Ganjil 2023,UAS,59.0
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,63.2,2211512007,2.72,Ganjil 2023,TUGAS-PR,83.31
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,63.2,2211512007,2.72,Ganjil 2023,UTS,46.8
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,63.2,2211512007,2.72,Ganjil 2023,KUIS,74.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,73.09,2211512007,3.18,Genap 2023,UTS,62.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,73.09,2211512007,3.18,Genap 2023,TUGAS-PR,89.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,73.09,2211512007,3.18,Genap 2023,KUIS,78.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,73.09,2211512007,3.18,Genap 2023,Presentasi,72.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,73.09,2211512007,3.18,Genap 2023,UAS,59.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B,68.05,2211512007,3.18,Genap 2023,UAS,40.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B,68.05,2211512007,3.18,Genap 2023,KUIS,75.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B,68.05,2211512007,3.18,Genap 2023,TUGAS-PR,84.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B,68.05,2211512007,3.18,Genap 2023,UTS,75.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.9,2211512007,3.18,Genap 2023,TUGAS-PR,85.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.9,2211512007,3.18,Genap 2023,UAS,76.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.9,2211512007,3.18,Genap 2023,KUIS,76.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,73.9,2211512007,3.18,Genap 2023,UTS,63.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,A-,78.88,2211512007,3.18,Genap 2023,UAS,72.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,A-,78.88,2211512007,3.18,Genap 2023,TUGAS-PR,86.67
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,A-,78.88,2211512007,3.18,Genap 2023,Praktikum,77.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,D,49.1,2211512007,3.18,Genap 2023,KUIS,40.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,D,49.1,2211512007,3.18,Genap 2023,UTS,40.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,D,49.1,2211512007,3.18,Genap 2023,TUGAS-PR,90.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,D,49.1,2211512007,3.18,Genap 2023,UAS,37.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A-,75.57,2211512007,3.18,Genap 2023,Kehadiran,93.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A-,75.57,2211512007,3.18,Genap 2023,TUGAS-PR,52.5
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A-,75.57,2211512007,3.18,Genap 2023,UTS,60.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A-,75.57,2211512007,3.18,Genap 2023,Presentasi,78.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,A-,75.57,2211512007,3.18,Genap 2023,UAS,86.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,65.9,2211512007,3.18,Genap 2023,UAS,65.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,65.9,2211512007,3.18,Genap 2023,KUIS,77.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,65.9,2211512007,3.18,Genap 2023,UTS,50.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B,65.9,2211512007,3.18,Genap 2023,TUGAS-PR,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,74.7,2211512007,3.18,Genap 2023,TUGAS-PR,75.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,74.7,2211512007,3.18,Genap 2023,UTS,54.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,74.7,2211512007,3.18,Genap 2023,KUIS,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,74.7,2211512007,3.18,Genap 2023,Presentasi,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B+,74.7,2211512007,3.18,Genap 2023,Tugas Besar,90.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,81.96,2211512007,3.18,Genap 2023,Kehadiran,100.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,81.96,2211512007,3.18,Genap 2023,TUGAS-PR,86.17
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,81.96,2211512007,3.18,Genap 2023,UTS,75.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,81.96,2211512007,3.18,Genap 2023,UAS,75.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B,68.34,2211512007,3.49,Ganjil 2024,UAS,72.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B,68.34,2211512007,3.49,Ganjil 2024,UTS,55.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B,68.34,2211512007,3.49,Ganjil 2024,TUGAS-PR,80.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,B,68.34,2211512007,3.49,Ganjil 2024,Tugas Besar,77.5
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.25,2211512007,3.49,Ganjil 2024,UTS,74.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.25,2211512007,3.49,Ganjil 2024,TUGAS-PR,90.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.25,2211512007,3.49,Ganjil 2024,KUIS,74.5
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.25,2211512007,3.49,Ganjil 2024,Presentasi,71.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,A-,76.25,2211512007,3.49,Ganjil 2024,UAS,68.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A-,76.53,2211512007,3.49,Ganjil 2024,UTS,80.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A-,76.53,2211512007,3.49,Ganjil 2024,TUGAS-PR,77.67
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A-,76.53,2211512007,3.49,Ganjil 2024,UAS,70.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,62.0,2211512007,3.49,Ganjil 2024,UTS,45.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,62.0,2211512007,3.49,Ganjil 2024,UAS,58.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,62.0,2211512007,3.49,Ganjil 2024,TUGAS-PR,74.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,62.0,2211512007,3.49,Ganjil 2024,KUIS,71.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/B,W,1,A,86.0,2211512007,3.49,Ganjil 2024,Kehadiran,100.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/B,W,1,A,86.0,2211512007,3.49,Ganjil 2024,TUGAS-PR,85.05
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/B,W,1,A,86.0,2211512007,3.49,Ganjil 2024,UTS,90.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/B,W,1,A,86.0,2211512007,3.49,Ganjil 2024,Tugas Besar,78.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/B,W,1,A,86.0,2211512007,3.49,Ganjil 2024,UAS,83.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,A-,75.37,2211512007,3.49,Ganjil 2024,UAS,46.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,A-,75.37,2211512007,3.49,Ganjil 2024,UTS,66.67
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,A-,75.37,2211512007,3.49,Ganjil 2024,Praktikum,79.27
